id,data,codigo,descricao,previsto_mensal,realizado_mensal
72815,2013-12,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 423.492.515,58","R$ 60.368.284,57"
72827,2013-12,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 20.151.379,08","R$ 4.866.685,85"
72839,2013-12,1.1.1.2.04.31,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,"R$ 83.620.691,33","R$ 178.050.596,53"
72851,2013-12,1.1.1.2.04.33,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,"R$ 87.652,50","R$ 233.059,49"
72863,2013-12,1.1.1.2.04.34,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,"R$ 18.233.878,08","R$ 33.552.866,30"
72875,2013-12,1.1.1.2.08.01,IMPOSTO S/ TRANS. INTER-VIVOS  DE BENS IMÓVEIS E DIR. REAIS S/ IMÓVEIS,"R$ 108.222.257,83","R$ 150.090.101,21"
72887,2013-12,1.1.1.3.05.01,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 740.902.008,25","R$ 944.557.346,17"
72899,2013-12,1.1.1.3.05.02,ISS - SISTEMA INTEGRADO - SIMPLES,"R$ 15.920,75","R$ 40.597,20"
72911,2013-12,1.1.1.3.05.03,ISS - CMSP,"R$ 0,00","R$ 0,00"
72923,2013-12,1.1.1.3.05.04,ISS - SIMPLES NACIONAL,"R$ 67.795.732,58","R$ 83.504.991,17"
72935,2013-12,1.1.1.3.07,IMPOSTO S/ VENDA A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS - IVV,"R$ 293,58","R$ 0,00"
72947,2013-12,1.1.2.1.25.01,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO","R$ 0,00","R$ 31.713,68"
72959,2013-12,1.1.2.1.25.02,TAXA DE VISTORIA DE NORMAS DE SEGURANÇA,"R$ 0,00","R$ 0,00"
72971,2013-12,1.1.2.1.25.03,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE,"R$ 8.690.078,00","R$ 4.137.409,61"
72983,2013-12,1.1.2.1.26.01,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,"R$ 1.368.925,25","R$ 961.832,15"
72995,2013-12,1.1.2.1.32.01,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES,"R$ 6.318.007,33","R$ 17.004.389,51"
73007,2013-12,1.1.2.1.34.01,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL,"R$ 592.434,92","R$ 47.583,00"
73019,2013-12,1.1.2.1.99.01,TAXA DE LICENÇA P/ TRÁFEGO DE VEÍCULOS,"R$ 0,00","R$ 0,00"
73031,2013-12,1.1.2.1.99.02,TAXA DE LICENÇA P/ ARRUAMENTOS E LOTEAMENTOS,"R$ 0,00","R$ 0,00"
73043,2013-12,1.1.2.1.99.03,TAXA DE FISCALIZAÇÃO DOS SERVIÇOS DE LIMPEZA URBANA - FISLURB,"R$ 112.087,33","R$ 10.220,75"
73055,2013-12,1.1.2.1.99.04,TAXA DE REMOÇÃO - CET,"R$ 1.600.000,00","R$ 720.081,00"
