id,data,codigo,descricao,previsto_mensal,realizado_mensal
52658,2012-03,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 1.443.685.326,96"
52670,2012-03,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 341.707.709,91"
52682,2012-03,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 64.572.304,32"
52694,2012-03,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 14.983.793,82"
52706,2012-03,1.1.1.2.04.31,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,"R$ 75.441.256,50","R$ 61.707.815,61"
52718,2012-03,1.1.1.2.04.31,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,"R$ 75.441.256,50","R$ 71.411.671,31"
52730,2012-03,1.1.1.2.04.33,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,"R$ 21.761,67","R$ 0,00"
52742,2012-03,1.1.1.2.04.33,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,"R$ 21.761,67","R$ 237,83"
52754,2012-03,1.1.1.2.04.34,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,"R$ 16.204.869,33","R$ 16.220.127,07"
52766,2012-03,1.1.1.2.04.34,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,"R$ 16.204.869,33","R$ 16.751.154,35"
52778,2012-03,1.1.1.2.08.01,IMPOSTO S/ TRANS. INTER-VIVOS  DE BENS IMÓVEIS E DIR. REAIS S/ IMÓVEIS,"R$ 104.407.889,25","R$ 83.666.068,83"
52790,2012-03,1.1.1.2.08.01,IMPOSTO S/ TRANS. INTER-VIVOS  DE BENS IMÓVEIS E DIR. REAIS S/ IMÓVEIS,"R$ 104.407.889,25","R$ 114.446.040,12"
52802,2012-03,1.1.1.3.05.01,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 702.749.245,42","R$ 605.342.939,70"
52814,2012-03,1.1.1.3.05.01,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 702.749.245,42","R$ 694.317.619,83"
52826,2012-03,1.1.1.3.05.02,ISS - SISTEMA INTEGRADO - SIMPLES,"R$ 29.413,00","R$ 11.634,71"
52838,2012-03,1.1.1.3.05.02,ISS - SISTEMA INTEGRADO - SIMPLES,"R$ 29.413,00","R$ 1.446.653,33"
52850,2012-03,1.1.1.3.05.03,ISS - CMSP,"R$ 0,00","R$ 0,00"
52862,2012-03,1.1.1.3.05.03,ISS - CMSP,"R$ 0,00","R$ 0,00"
52874,2012-03,1.1.1.3.05.04,ISS - SIMPLES NACIONAL,"R$ 56.601.773,50","R$ 3.130.742,50"
52886,2012-03,1.1.1.3.05.04,ISS - SIMPLES NACIONAL,"R$ 56.601.773,50","R$ 64.490.866,26"
52898,2012-03,1.1.1.3.07,IMPOSTO S/ VENDA A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS - IVV,"R$ 0,00","R$ 0,00"
52910,2012-03,1.1.1.3.07,IMPOSTO S/ VENDA A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS - IVV,"R$ 0,00","R$ 0,00"
52922,2012-03,1.1.2.1.25.01,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO","R$ 0,00","R$ 0,00"
52934,2012-03,1.1.2.1.25.01,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO","R$ 0,00","R$ 0,00"
52946,2012-03,1.1.2.1.25.02,TAXA DE VISTORIA DE NORMAS DE SEGURANÇA,"R$ 0,00","R$ 0,00"
52958,2012-03,1.1.2.1.25.02,TAXA DE VISTORIA DE NORMAS DE SEGURANÇA,"R$ 0,00","R$ 0,00"
52970,2012-03,1.1.2.1.25.03,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE,"R$ 8.163.722,08","R$ 1.220.018,67"
52982,2012-03,1.1.2.1.25.03,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE,"R$ 8.163.722,08","R$ 5.380.368,24"
