id,data,codigo,descricao,previsto_mensal,realizado_mensal
84700,2014-05,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 532.876.368,08","R$ 408.623.336,45"
84712,2014-05,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 21.182.784,83","R$ 17.609.334,69"
84724,2014-05,1.1.1.2.04.31,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,"R$ 91.295.034,00","R$ 91.575.787,29"
84736,2014-05,1.1.1.2.04.33,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,"R$ 115.297,92","R$ 66.552,13"
84748,2014-05,1.1.1.2.04.33,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,"R$ 115.297,92","R$ 36.401,30"
84760,2014-05,1.1.1.2.04.34,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,"R$ 19.748.775,42","R$ 18.030.400,88"
84772,2014-05,1.1.1.2.08.01,IMPOSTO S/ TRANS. INTER-VIVOS  DE BENS IMÓVEIS E DIR. REAIS S/ IMÓVEIS,"R$ 123.397.786,92","R$ 130.533.450,97"
84784,2014-05,1.1.1.3.05.01,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 820.106.798,83","R$ 793.421.768,01"
84796,2014-05,1.1.1.3.05.02,ISS - SISTEMA INTEGRADO - SIMPLES,"R$ 188.626,50","R$ 42.342,44"
84808,2014-05,1.1.1.3.05.03,ISS - CMSP,"R$ 0,00","R$ 0,00"
84820,2014-05,1.1.1.3.05.04,ISS - SIMPLES NACIONAL,"R$ 77.595.348,67","R$ 83.702.527,55"
84832,2014-05,1.1.1.3.07,IMPOSTO S/ VENDA A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS - IVV,"R$ 0,00","R$ 0,00"
84844,2014-05,1.1.2.1.25.01,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO","R$ 0,00","R$ 0,00"
84856,2014-05,1.1.2.1.25.02,TAXA DE VISTORIA DE NORMAS DE SEGURANÇA,"R$ 0,00","R$ 0,00"
84868,2014-05,1.1.2.1.25.03,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE,"R$ 9.656.234,50","R$ 4.336.245,94"
84880,2014-05,1.1.2.1.26.01,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,"R$ 1.450.676,58","R$ 1.406.861,89"
84892,2014-05,1.1.2.1.32.01,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES,"R$ 5.377.583,00","R$ 17.654.860,44"
84904,2014-05,1.1.2.1.34.01,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL,"R$ 639.709,08","R$ 7.985.220,99"
84916,2014-05,1.1.2.1.99.01,TAXA DE LICENÇA P/ TRÁFEGO DE VEÍCULOS,"R$ 0,00","R$ 0,00"
84928,2014-05,1.1.2.1.99.02,TAXA DE LICENÇA P/ ARRUAMENTOS E LOTEAMENTOS,"R$ 0,00","R$ 0,00"
84940,2014-05,1.1.2.1.99.03,TAXA DE FISCALIZAÇÃO DOS SERVIÇOS DE LIMPEZA URBANA - FISLURB,"R$ 250.000,00","R$ 28.065,59"
84952,2014-05,1.1.2.1.99.04,TAXA DE REMOÇÃO - CET,"R$ 896.934,92","R$ 467.732,70"
84964,2014-05,1.1.2.1.99.05,TAXA DE FISCALIZAÇÃO DE CEMITÉRIOS,"R$ 120.833,33","R$ 123.078,90"
84976,2014-05,1.1.2.2.90.01,TAXA DE LIMPEZA PÚBLICA,"R$ 0,00","R$ 0,00"
84988,2014-05,1.1.2.2.90.02,TAXA DE RESÍDUOS SÓLIDOS DOMICILIARES - TRSD,"R$ 0,00","R$ 276,97"
85000,2014-05,1.1.2.2.90.03,TAXA DE RESÍDUOS SÓLIDOS DE SERVIÇOS DE SAÚDE - TRSS,"R$ 2.948.110,92","R$ 1.111.602,07"
85012,2014-05,1.1.2.2.99.01,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,"R$ 0,00","R$ 0,00"
85024,2014-05,1.1.2.2.99.02,TAXA DE ESTUDOS P/ FIXAÇÃO DE DIRETRIZES,"R$ 130.561,42","R$ 45.293,85"
85036,2014-05,1.1.2.2.99.03,TAXA DE COMBATE A SINISTROS,"R$ 1.092,25","R$ 0,00"
