id,data,codigo,descricao,previsto_mensal,realizado_mensal
84697,2014-02,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 532.876.368,08","R$ 1.660.712.915,46"
84709,2014-02,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 21.182.784,83","R$ 73.935.150,06"
84721,2014-02,1.1.1.2.04.31,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,"R$ 91.295.034,00","R$ 77.291.355,57"
84733,2014-02,1.1.1.2.04.33,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,"R$ 0,00","R$ 0,00"
84745,2014-02,1.1.1.2.04.33,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,"R$ 0,00","R$ 0,00"
84757,2014-02,1.1.1.2.04.34,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,"R$ 19.748.775,42","R$ 17.305.205,77"
84769,2014-02,1.1.1.2.08.01,IMPOSTO S/ TRANS. INTER-VIVOS  DE BENS IMÓVEIS E DIR. REAIS S/ IMÓVEIS,"R$ 123.397.786,92","R$ 103.273.005,83"
84781,2014-02,1.1.1.3.05.01,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 820.106.798,83","R$ 724.756.119,20"
84793,2014-02,1.1.1.3.05.02,ISS - SISTEMA INTEGRADO - SIMPLES,"R$ 188.626,50","R$ 30.845,72"
84805,2014-02,1.1.1.3.05.03,ISS - CMSP,"R$ 0,00","R$ 0,00"
84817,2014-02,1.1.1.3.05.04,ISS - SIMPLES NACIONAL,"R$ 77.595.348,67","R$ 72.440.811,83"
84829,2014-02,1.1.1.3.07,IMPOSTO S/ VENDA A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS - IVV,"R$ 0,00","R$ 0,00"
84841,2014-02,1.1.2.1.25.01,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO","R$ 0,00","R$ 0,00"
84853,2014-02,1.1.2.1.25.02,TAXA DE VISTORIA DE NORMAS DE SEGURANÇA,"R$ 0,00","R$ 0,00"
84865,2014-02,1.1.2.1.25.03,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE,"R$ 9.656.234,50","R$ 2.213.750,49"
84877,2014-02,1.1.2.1.26.01,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,"R$ 1.450.676,58","R$ 472.311,51"
84889,2014-02,1.1.2.1.32.01,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES,"R$ 5.377.583,00","R$ 5.492.811,17"
84901,2014-02,1.1.2.1.34.01,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL,"R$ 639.709,08","R$ 22.767,15"
84913,2014-02,1.1.2.1.99.01,TAXA DE LICENÇA P/ TRÁFEGO DE VEÍCULOS,"R$ 0,00","R$ 0,00"
84925,2014-02,1.1.2.1.99.02,TAXA DE LICENÇA P/ ARRUAMENTOS E LOTEAMENTOS,"R$ 0,00","R$ 0,00"
84937,2014-02,1.1.2.1.99.03,TAXA DE FISCALIZAÇÃO DOS SERVIÇOS DE LIMPEZA URBANA - FISLURB,"R$ 250.000,00","R$ 119.816,38"
84949,2014-02,1.1.2.1.99.04,TAXA DE REMOÇÃO - CET,"R$ 896.934,92","R$ 638.712,40"
84961,2014-02,1.1.2.1.99.05,TAXA DE FISCALIZAÇÃO DE CEMITÉRIOS,"R$ 120.833,33","R$ 142.015,62"
84973,2014-02,1.1.2.2.90.01,TAXA DE LIMPEZA PÚBLICA,"R$ 0,00","R$ 0,00"
84985,2014-02,1.1.2.2.90.02,TAXA DE RESÍDUOS SÓLIDOS DOMICILIARES - TRSD,"R$ 0,00","R$ 621,00"
84997,2014-02,1.1.2.2.90.03,TAXA DE RESÍDUOS SÓLIDOS DE SERVIÇOS DE SAÚDE - TRSS,"R$ 2.948.110,92","R$ 1.385.074,57"
85009,2014-02,1.1.2.2.99.01,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,"R$ 0,00","R$ 0,00"
85021,2014-02,1.1.2.2.99.02,TAXA DE ESTUDOS P/ FIXAÇÃO DE DIRETRIZES,"R$ 130.561,42","R$ 98.944,30"
85033,2014-02,1.1.2.2.99.03,TAXA DE COMBATE A SINISTROS,"R$ 1.092,25","R$ 0,00"
85045,2014-02,1.1.3.0.00.01,CONTRIBUIÇÃO DE MELHORIA,"R$ 0,00","R$ 0,00"
85057,2014-02,1.1.4,RECEITA TRIBUTÁRIA A CLASSIFICAR,"R$ 0,00","R$ 0,00"
85069,2014-02,1.1.5,RECEITAS A CLASSIFICAR - DAMSP,"R$ 0,00","R$ 0,00"
85081,2014-02,1.2.1.0.29.01,CONTRIBUIÇÃO PATRONAL DE SERVIDOR ATIVO CIVIL PARA,"R$ 0,00","R$ 105.618,78"
