id,data,codigo,descricao,previsto_mensal,realizado_mensal
33108,2011-01,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 363.849.720,33","R$ 102.727.192,89"
33120,2011-01,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 363.849.720,33","R$ 293.725.994,02"
33132,2011-01,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 14.707.700,67","R$ 4.064.473,60"
33144,2011-01,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 14.707.700,67","R$ 12.421.059,23"
33156,2011-01,1.1.1.2.04.31,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,"R$ 69.865.205,50","R$ 70.140.215,93"
33168,2011-01,1.1.1.2.04.31,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,"R$ 69.865.205,50","R$ 60.996.444,91"
33180,2011-01,1.1.1.2.04.33,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,"R$ 0,00","R$ 0,00"
33192,2011-01,1.1.1.2.04.33,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,"R$ 0,00","R$ 54.211,75"
33204,2011-01,1.1.1.2.04.34,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,"R$ 11.462.606,50","R$ 4.755.401,89"
33216,2011-01,1.1.1.2.04.34,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,"R$ 11.462.606,50","R$ 14.016.786,06"
33228,2011-01,1.1.1.2.08.01,IMPOSTO S/ TRANS. INTER-VIVOS  DE BENS IMÓVEIS E DIR. REAIS S/ IMÓVEIS,"R$ 89.717.338,17","R$ 65.823.337,61"
33240,2011-01,1.1.1.2.08.01,IMPOSTO S/ TRANS. INTER-VIVOS  DE BENS IMÓVEIS E DIR. REAIS S/ IMÓVEIS,"R$ 89.717.338,17","R$ 96.863.254,49"
33252,2011-01,1.1.1.3.05.01,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 611.619.193,75","R$ 718.146.822,56"
33264,2011-01,1.1.1.3.05.01,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 611.619.193,75","R$ 634.938.973,14"
33276,2011-01,1.1.1.3.05.02,ISS - SISTEMA INTEGRADO - SIMPLES,"R$ 41.051,92","R$ 21.611,50"
33288,2011-01,1.1.1.3.05.02,ISS - SISTEMA INTEGRADO - SIMPLES,"R$ 41.051,92","R$ 12.584,34"
33300,2011-01,1.1.1.3.05.03,ISS - CMSP,"R$ 0,00","R$ 0,00"
33312,2011-01,1.1.1.3.05.03,ISS - CMSP,"R$ 0,00","R$ 0,00"
33324,2011-01,1.1.1.3.05.04,ISS - SIMPLES NACIONAL,"R$ 43.650.458,75","R$ 52.664.984,63"
33336,2011-01,1.1.1.3.05.04,ISS - SIMPLES NACIONAL,"R$ 43.650.458,75","R$ 53.935.953,25"
33348,2011-01,1.1.1.3.07,IMPOSTO S/ VENDA A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS - IVV,"R$ 0,00","R$ 0,00"
33360,2011-01,1.1.1.3.07,IMPOSTO S/ VENDA A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS - IVV,"R$ 0,00","R$ 0,00"
33372,2011-01,1.1.2.1.25.01,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO","R$ 0,00","R$ 0,00"
33384,2011-01,1.1.2.1.25.01,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO","R$ 0,00","R$ 0,00"
33396,2011-01,1.1.2.1.25.02,TAXA DE VISTORIA DE NORMAS DE SEGURANÇA,"R$ 0,00","R$ 0,00"
33408,2011-01,1.1.2.1.25.02,TAXA DE VISTORIA DE NORMAS DE SEGURANÇA,"R$ 0,00","R$ 0,00"
33420,2011-01,1.1.2.1.25.03,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE,"R$ 8.676.827,75","R$ 1.355.914,54"
33432,2011-01,1.1.2.1.25.03,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE,"R$ 8.676.827,75","R$ 61.917.068,90"
33444,2011-01,1.1.2.1.26.01,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,"R$ 1.419.583,58","R$ 296.854,91"
33456,2011-01,1.1.2.1.26.01,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,"R$ 1.419.583,58","R$ 6.149.414,19"
33468,2011-01,1.1.2.1.32.01,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES,"R$ 5.689.181,42","R$ 2.851.408,70"
33480,2011-01,1.1.2.1.32.01,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES,"R$ 5.689.181,42","R$ 6.040.181,04"
33492,2011-01,1.1.2.1.34.01,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL,"R$ 911.366,17","R$ 22.267,73"
33504,2011-01,1.1.2.1.34.01,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL,"R$ 911.366,17","R$ 42.579,40"
33516,2011-01,1.1.2.1.99.01,TAXA DE LICENÇA P/ TRÁFEGO DE VEÍCULOS,"R$ 0,00","R$ 0,00"
